30	50
0.537667	0.888396	-1.089064	-1.147953	2.908008	0.520060	-1.361694	-0.532011	-1.066701	0.327060	0.079934	-0.629091	-0.467715	-0.558294	-0.493010	-0.062791	0.176947	-1.140681	0.899822	1.028853	0.475861	0.064517	2.024333	0.078020	0.414700	1.460013	1.053305	0.853541	1.384499	-0.409785	0.436375	-0.760252	-0.301207	-0.422920	0.096393	1.166475	0.527470	-1.636447	-0.308625	0.208716	1.341884	-0.789656	1.771020	-0.075449	-0.219189	-0.574134	0.178870	0.859783	0.774162	-1.200441
1.833885	-1.147070	0.032557	0.104875	0.825219	-0.020028	0.455030	1.682104	0.933728	1.082634	-0.948481	-1.203850	-0.124890	-0.311429	-0.180739	-2.021959	-0.307503	-1.093343	-0.300111	1.457968	1.412233	0.600292	-2.359524	1.324385	0.348441	2.050043	-0.748877	-1.853008	-0.062727	-0.503539	-0.504362	-0.693595	-0.698654	-1.053102	-0.830468	1.212821	0.854202	0.017344	0.456660	-0.618593	-0.988435	1.422961	0.221273	-0.473237	-0.879767	-0.195212	0.927584	0.066869	0.265655	-0.019362
-2.258847	-1.068870	0.552527	0.722254	1.378972	-0.034771	-0.848709	-0.875729	0.350321	1.006077	0.411491	-0.253945	1.478958	-0.570010	0.045841	-0.982132	-0.131820	-0.433609	1.029366	0.047471	0.022608	-1.361515	-0.509972	-0.213170	0.349254	0.120501	-0.936326	-0.207303	0.448921	1.233297	0.102108	1.281458	0.832771	0.647755	-0.352252	0.485541	1.341847	0.828387	-0.275101	0.512016	1.817943	0.006332	2.730378	2.184241	-0.320804	-0.050531	-0.110178	-1.639387	-0.235106	0.340371
0.862173	-0.809499	1.100610	2.585491	-1.058180	-0.798164	-0.334887	-0.483815	-0.029006	-0.650908	0.676978	-1.428647	-0.860816	-1.025734	-0.063783	0.612511	0.595358	-0.168470	-0.345066	1.746257	-0.047869	0.347593	-1.321626	-0.134479	-0.729247	-0.989902	-1.269087	0.270378	-0.363258	0.610305	1.196251	-0.809738	-0.694605	-0.317628	-0.174775	1.026016	-2.499533	0.217738	0.443144	0.011354	-0.374437	0.686481	-0.296165	0.809881	-0.784415	-1.755775	1.572398	-2.424750	1.877292	-0.963231
0.318765	-2.944284	1.544212	-0.666891	-0.468616	1.018685	0.552783	-0.712005	0.182452	0.257056	0.857733	-0.020858	0.784668	-0.908746	0.611335	-0.054886	1.046833	-0.218534	1.012802	0.155388	1.701335	-0.181843	-0.636128	-1.171356	0.326840	1.197771	0.497981	-0.652771	-1.020583	0.059072	0.120283	-1.236818	-0.461883	1.768992	-0.480653	0.870726	-0.167559	-1.909245	-0.134765	-0.043989	-1.451741	-0.854934	0.564296	0.716343	-0.364963	-0.257358	0.560491	-0.283830	0.609239	1.113923
-1.307688	1.438380	0.085931	0.187331	-0.272469	-0.133217	1.039091	-1.174212	-1.565056	-0.944378	-0.691159	-0.560665	0.308623	-0.209897	0.109318	-1.118732	-0.197959	0.541334	0.629335	-1.237120	-0.509712	-0.939535	0.317851	-1.385263	-0.514882	-0.592656	2.789081	0.477227	-3.072989	-1.466947	-1.036843	0.214686	0.883617	1.510582	0.836837	-0.381758	0.353015	-0.536822	-0.018328	2.949093	-0.618682	-1.075235	1.582621	-1.005571	0.117271	0.749542	-0.420345	1.145806	-0.110274	-1.586105
-0.433592	0.325191	-1.491590	-0.082494	1.098425	-0.714530	-1.117639	-0.192240	-0.084539	-1.321789	0.449378	2.177779	-0.233860	-1.698864	1.814015	-0.626379	0.327678	0.389266	-0.213015	-2.193494	-0.002855	-0.037533	0.138048	0.310508	-0.896446	-0.469809	0.727572	-0.071320	0.626279	-1.625803	-0.857103	2.010772	0.435944	0.164010	2.538349	0.428893	0.717254	-0.302032	0.460789	-0.630046	0.934501	-0.090967	2.729230	0.433987	0.174340	-0.570764	-0.153945	0.181169	0.277457	-0.391795
0.342624	-0.754928	-0.742302	-1.933023	-0.277872	1.351386	1.260659	-0.274070	1.603946	0.924826	0.100633	1.138465	-1.056973	0.607601	0.312024	0.249518	-0.238302	0.751229	-0.865697	-0.333407	0.919867	-1.896304	-0.710735	-0.249489	-1.203268	0.886377	-0.773064	-0.938301	-0.286685	-1.964752	-0.169874	0.025554	0.896747	-0.282764	-1.323334	-0.299131	-1.304852	1.813582	1.362315	-0.046879	1.055929	-0.252772	0.303564	0.520144	-0.215656	0.494233	-0.275199	0.054250	0.087046	-1.484686
3.578397	1.370299	-1.061582	-0.438966	0.701541	-0.224771	0.660143	1.530073	0.098348	0.000050	0.826070	-2.496887	-0.284141	-0.117798	1.804494	-0.993019	0.229597	1.778256	-1.043108	0.713543	0.149809	-2.127977	0.777004	0.503744	1.037816	-1.385220	0.836634	0.161364	-0.197343	2.605196	-0.191668	0.308299	0.504732	1.152166	0.128340	-0.899869	-1.005869	0.914852	0.451875	2.683026	0.160227	1.194824	-0.790258	-1.092245	-0.152611	0.991440	0.241120	0.687754	0.173593	-0.344627
2.769437	-1.711516	2.350457	-1.794679	-2.051816	-0.589029	-0.067866	-0.249025	0.041374	-0.054919	0.536157	0.441327	-0.086690	0.699160	-0.723121	0.974950	0.439998	1.223063	-0.270069	0.317408	1.404933	-1.176923	0.622394	-0.892661	-0.845944	-1.956754	-1.128330	-0.268183	0.405605	0.972375	-0.865815	-0.938247	-0.400897	-1.146508	-1.442379	0.634745	0.790683	-0.057081	1.648384	-1.146691	0.287400	0.606064	0.803380	-0.225794	0.033688	1.077140	0.754686	-1.393407	0.453591	-1.323916
